"","Year","Month","GEO","Value"
"210",2001," Jun","Kingston"," $107.36"
"211",2001," Jul","Kingston"," $113.86"
"212",2001," Aug","Kingston"," $117.67"
"213",2001," Sep","Kingston"," $104.49"
"214",2001," Oct","Kingston"," $90.44"
"215",2001," Nov","Kingston"," $86.03"
"216",2001," Dec","Kingston"," $79.42"
"217",2001," Jan","Kitchener...Waterloo...Cambridge...Guelph"," $92.59"
"218",2001," Feb","Kitchener...Waterloo...Cambridge...Guelph"," $93.78"
"219",2001," Mar","Kitchener...Waterloo...Cambridge...Guelph"," $93.1"
"220",2001," Apr","Kitchener...Waterloo...Cambridge...Guelph"," $93.49"
"221",2001," May","Kitchener...Waterloo...Cambridge...Guelph"," $93.23"
"222",2001," Jun","Kitchener...Waterloo...Cambridge...Guelph"," $93.31"
"223",2001," Jul","Kitchener...Waterloo...Cambridge...Guelph"," $94.68"
"224",2001," Aug","Kitchener...Waterloo...Cambridge...Guelph"," $95.98"
"225",2001," Sep","Kitchener...Waterloo...Cambridge...Guelph"," $94.29"
"226",2001," Oct","Kitchener...Waterloo...Cambridge...Guelph"," $94.75"
"227",2001," Nov","Kitchener...Waterloo...Cambridge...Guelph"," $90.38"
"228",2001," Dec","Kitchener...Waterloo...Cambridge...Guelph"," $90.95"
"229",2001," Jan","London"," $88.7"
"230",2001," Feb","London"," $92.79"
"231",2001," Mar","London"," $91.26"
"232",2001," Apr","London"," $94.37"
"233",2001," May","London"," $93.28"
"234",2001," Jun","London"," $95.28"
"235",2001," Jul","London"," $88.67"
"236",2001," Aug","London"," $95.07"
"237",2001," Sep","London"," $97.21"
"238",2001," Oct","London"," $91.73"
"239",2001," Nov","London"," $92.59"
"240",2001," Dec","London"," $88.33"
"241",2001," Jan","Moncton"," $79.03"
"242",2001," Feb","Moncton"," $80.07"
"243",2001," Mar","Moncton"," $83.68"
"244",2001," Apr","Moncton"," $82.31"
"245",2001," May","Moncton"," $85.09"
"246",2001," Jun","Moncton"," $88.86"
"247",2001," Jul","Moncton"," $94.65"
"248",2001," Aug","Moncton"," $95.51"
"249",2001," Sep","Moncton"," $89.86"
"250",2001," Oct","Moncton"," $85.41"
"251",2001," Nov","Moncton"," $85.46"
"252",2001," Dec","Moncton"," $81.14"
"253",2001," Jan","Montreal.Airport.Laval"," $97.9"
"254",2001," Feb","Montreal.Airport.Laval"," $96.14"
"255",2001," Mar","Montreal.Airport.Laval"," $97.93"
"256",2001," Apr","Montreal.Airport.Laval"," $98.1"
"257",2001," May","Montreal.Airport.Laval"," $99.8"
"258",2001," Jun","Montreal.Airport.Laval"," $112.89"
"259",2001," Jul","Montreal.Airport.Laval"," $99.48"
"260",2001," Aug","Montreal.Airport.Laval"," $99.67"
"261",2001," Sep","Montreal.Airport.Laval"," $99.89"
"262",2001," Oct","Montreal.Airport.Laval"," $96.77"
"263",2001," Nov","Montreal.Airport.Laval"," $96.42"
"264",2001," Dec","Montreal.Airport.Laval"," $93.04"
"265",2001," Jan","Niagara.Falls"," $90.93"
"266",2001," Feb","Niagara.Falls"," $98.45"
"267",2001," Mar","Niagara.Falls"," $92.69"
"268",2001," Apr","Niagara.Falls"," $100.94"
"269",2001," May","Niagara.Falls"," $121.34"
"270",2001," Jun","Niagara.Falls"," $136.49"
"271",2001," Jul","Niagara.Falls"," $167.89"
"272",2001," Aug","Niagara.Falls"," $174.37"
"273",2001," Sep","Niagara.Falls"," $132.8"
"274",2001," Oct","Niagara.Falls"," $120.58"
"275",2001," Nov","Niagara.Falls"," $102.57"
"276",2001," Dec","Niagara.Falls"," $110.13"
"277",2001," Jan","North.Bay"," $79.85"
"278",2001," Feb","North.Bay"," $82.23"
"279",2001," Mar","North.Bay"," $84.61"
"280",2001," Apr","North.Bay"," $84.38"
"281",2001," May","North.Bay"," $86.01"
"282",2001," Jun","North.Bay"," $89.31"
"283",2001," Jul","North.Bay"," $92.79"
"284",2001," Aug","North.Bay"," $97.88"
"285",2001," Sep","North.Bay"," $89.19"
"286",2001," Oct","North.Bay"," $86.78"
"287",2001," Nov","North.Bay"," $82.92"
"288",2001," Dec","North.Bay"," $77.37"
"289",2001," Jan","North.Central.Ontario"," $0"
"290",2001," Feb","North.Central.Ontario"," $0"
"291",2001," Mar","North.Central.Ontario"," $0"
"292",2001," Apr","North.Central.Ontario"," $0"
"293",2001," May","North.Central.Ontario"," $0"
"294",2001," Jun","North.Central.Ontario"," $0"
"295",2001," Jul","North.Central.Ontario"," $0"
"296",2001," Aug","North.Central.Ontario"," $0"
"297",2001," Sep","North.Central.Ontario"," $0"
"298",2001," Oct","North.Central.Ontario"," $0"
"299",2001," Nov","North.Central.Ontario"," $0"
"300",2001," Dec","North.Central.Ontario"," $0"
"301",2001," Jan","North.Eastern.Ontario"," $75.83"
"302",2001," Feb","North.Eastern.Ontario"," $77.68"
"303",2001," Mar","North.Eastern.Ontario"," $80.13"
"304",2001," Apr","North.Eastern.Ontario"," $78.93"
"305",2001," May","North.Eastern.Ontario"," $80.05"
"306",2001," Jun","North.Eastern.Ontario"," $82.88"
"307",2001," Jul","North.Eastern.Ontario"," $85.89"
"308",2001," Aug","North.Eastern.Ontario"," $87.29"
"309",2001," Sep","North.Eastern.Ontario"," $82.91"
"310",2001," Oct","North.Eastern.Ontario"," $80.54"
"311",2001," Nov","North.Eastern.Ontario"," $79.49"
"312",2001," Dec","North.Eastern.Ontario"," $73.17"
"313",2001," Jan","North.Western.Ontario"," $79.51"
"314",2001," Feb","North.Western.Ontario"," $83.47"
"315",2001," Mar","North.Western.Ontario"," $83.3"
"316",2001," Apr","North.Western.Ontario"," $81.81"
"317",2001," May","North.Western.Ontario"," $82.77"
"318",2001," Jun","North.Western.Ontario"," $84.76"
"319",2001," Jul","North.Western.Ontario"," $86.64"
"320",2001," Aug","North.Western.Ontario"," $87.53"
